,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,gender_map,race/ethinicity_map,parental_level_of_education_map,lunch_map,test_preparation_course_map,Result,math_performance,reading_performance,writing_performance,total,percentage,grades,Result_map,grades_map
901,901,female,group C,master's degree,standard,none,73,78,74,1,2,2,1,0,Pass,1,1,1,225,75.0,first,1,3
902,902,female,group A,high school,free/reduced,completed,34,48,41,1,3,4,2,1,Fail,0,1,1,123,41.0,fail,0,0
903,903,female,group D,bachelor's degree,free/reduced,completed,93,100,100,1,4,1,2,1,Pass,1,1,1,293,97.66666666666667,Distinction,1,4
904,904,female,group D,some high school,free/reduced,none,67,84,84,1,4,5,2,0,Pass,1,1,1,235,78.33333333333333,first,1,3
905,905,male,group D,some college,standard,none,88,77,77,0,4,6,1,0,Pass,1,1,1,242,80.66666666666666,Distinction,1,4
906,906,male,group B,high school,standard,none,57,48,51,0,1,4,1,0,Pass,1,1,1,156,52.0,second,1,2
907,907,female,group D,some college,standard,completed,79,84,91,1,4,6,1,1,Pass,1,1,1,254,84.66666666666667,Distinction,1,4
908,908,female,group C,bachelor's degree,free/reduced,none,67,75,72,1,2,1,2,0,Pass,1,1,1,214,71.33333333333334,first,1,3
909,909,male,group E,bachelor's degree,standard,completed,70,64,70,0,5,1,1,1,Pass,1,1,1,204,68.0,first,1,3
910,910,male,group D,bachelor's degree,free/reduced,none,50,42,48,0,4,1,2,0,Pass,1,1,1,140,46.666666666666664,third,1,1
911,911,female,group A,some college,standard,none,69,84,82,1,3,6,1,0,Pass,1,1,1,235,78.33333333333333,first,1,3
912,912,female,group C,bachelor's degree,standard,completed,52,61,66,1,2,1,1,1,Pass,1,1,1,179,59.66666666666667,second,1,2
913,913,female,group C,bachelor's degree,free/reduced,completed,47,62,66,1,2,1,2,1,Pass,1,1,1,175,58.333333333333336,second,1,2
914,914,female,group B,associate's degree,free/reduced,none,46,61,55,1,1,3,2,0,Pass,1,1,1,162,54.0,second,1,2
915,915,female,group E,some college,standard,none,68,70,66,1,5,6,1,0,Pass,1,1,1,204,68.0,first,1,3
916,916,male,group E,bachelor's degree,standard,completed,100,100,100,0,5,1,1,1,Pass,1,1,1,300,100.0,Distinction,1,4
917,917,female,group C,high school,standard,none,44,61,52,1,2,4,1,0,Pass,1,1,1,157,52.33333333333333,second,1,2
918,918,female,group C,associate's degree,standard,completed,57,77,80,1,2,3,1,1,Pass,1,1,1,214,71.33333333333334,first,1,3
919,919,male,group B,some college,standard,completed,91,96,91,0,1,6,1,1,Pass,1,1,1,278,92.66666666666666,Distinction,1,4
920,920,male,group D,high school,free/reduced,none,69,70,67,0,4,4,2,0,Pass,1,1,1,206,68.66666666666667,first,1,3
921,921,female,group C,high school,free/reduced,none,35,53,46,1,2,4,2,0,Fail,0,1,1,134,44.666666666666664,fail,0,0
922,922,male,group D,high school,standard,none,72,66,66,0,4,4,1,0,Pass,1,1,1,204,68.0,first,1,3
923,923,female,group B,associate's degree,free/reduced,none,54,65,65,1,1,3,2,0,Pass,1,1,1,184,61.33333333333333,first,1,3
924,924,male,group D,high school,free/reduced,none,74,70,69,0,4,4,2,0,Pass,1,1,1,213,71.0,first,1,3
925,925,male,group E,some high school,standard,completed,74,64,60,0,5,5,1,1,Pass,1,1,1,198,66.0,first,1,3
926,926,male,group E,associate's degree,free/reduced,none,64,56,52,0,5,3,2,0,Pass,1,1,1,172,57.333333333333336,second,1,2
927,927,female,group D,high school,free/reduced,completed,65,61,71,1,4,4,2,1,Pass,1,1,1,197,65.66666666666666,first,1,3
928,928,male,group E,associate's degree,free/reduced,completed,46,43,44,0,5,3,2,1,Pass,1,1,1,133,44.333333333333336,third,1,1
929,929,female,group C,some high school,free/reduced,none,48,56,51,1,2,5,2,0,Pass,1,1,1,155,51.66666666666667,second,1,2
930,930,male,group C,some college,free/reduced,completed,67,74,70,0,2,6,2,1,Pass,1,1,1,211,70.33333333333334,first,1,3
931,931,male,group D,some college,free/reduced,none,62,57,62,0,4,6,2,0,Pass,1,1,1,181,60.333333333333336,first,1,3
932,932,male,group D,associate's degree,free/reduced,completed,61,71,73,0,4,3,2,1,Pass,1,1,1,205,68.33333333333333,first,1,3
933,933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,0,2,1,2,1,Pass,1,1,1,219,73.0,first,1,3
934,934,male,group C,associate's degree,standard,completed,98,87,90,0,2,3,1,1,Pass,1,1,1,275,91.66666666666666,Distinction,1,4
935,935,male,group D,some college,free/reduced,none,70,63,58,0,4,6,2,0,Pass,1,1,1,191,63.66666666666667,first,1,3
936,936,male,group A,associate's degree,standard,none,67,57,53,0,3,3,1,0,Pass,1,1,1,177,59.0,second,1,2
937,937,female,group E,high school,free/reduced,none,57,58,57,1,5,4,2,0,Pass,1,1,1,172,57.333333333333336,second,1,2
938,938,male,group D,some college,standard,completed,85,81,85,0,4,6,1,1,Pass,1,1,1,251,83.66666666666667,Distinction,1,4
939,939,male,group D,some high school,standard,completed,77,68,69,0,4,5,1,1,Pass,1,1,1,214,71.33333333333334,first,1,3
940,940,male,group C,master's degree,free/reduced,completed,72,66,72,0,2,2,2,1,Pass,1,1,1,210,70.0,first,1,3
941,941,female,group D,master's degree,standard,none,78,91,96,1,4,2,1,0,Pass,1,1,1,265,88.33333333333333,Distinction,1,4
942,942,male,group C,high school,standard,none,81,66,64,0,2,4,1,0,Pass,1,1,1,211,70.33333333333334,first,1,3
943,943,male,group A,some high school,free/reduced,completed,61,62,61,0,3,5,2,1,Pass,1,1,1,184,61.33333333333333,first,1,3
944,944,female,group B,high school,standard,none,58,68,61,1,1,4,1,0,Pass,1,1,1,187,62.33333333333333,first,1,3
945,945,female,group C,associate's degree,standard,none,54,61,58,1,2,3,1,0,Pass,1,1,1,173,57.666666666666664,second,1,2
946,946,male,group B,high school,standard,none,82,82,80,0,1,4,1,0,Pass,1,1,1,244,81.33333333333333,Distinction,1,4
947,947,female,group D,some college,free/reduced,none,49,58,60,1,4,6,2,0,Pass,1,1,1,167,55.666666666666664,second,1,2
948,948,male,group B,some high school,free/reduced,completed,49,50,52,0,1,5,2,1,Pass,1,1,1,151,50.33333333333333,second,1,2
949,949,female,group E,high school,free/reduced,completed,57,75,73,1,5,4,2,1,Pass,1,1,1,205,68.33333333333333,first,1,3
950,950,male,group E,high school,standard,none,94,73,71,0,5,4,1,0,Pass,1,1,1,238,79.33333333333333,first,1,3
951,951,female,group D,some college,standard,completed,75,77,83,1,4,6,1,1,Pass,1,1,1,235,78.33333333333333,first,1,3
952,952,female,group E,some high school,free/reduced,none,74,74,72,1,5,5,2,0,Pass,1,1,1,220,73.33333333333333,first,1,3
953,953,male,group C,high school,standard,completed,58,52,54,0,2,4,1,1,Pass,1,1,1,164,54.666666666666664,second,1,2
954,954,female,group C,some college,standard,none,62,69,69,1,2,6,1,0,Pass,1,1,1,200,66.66666666666666,first,1,3
955,955,male,group E,associate's degree,standard,none,72,57,62,0,5,3,1,0,Pass,1,1,1,191,63.66666666666667,first,1,3
956,956,male,group C,some college,standard,none,84,87,81,0,2,6,1,0,Pass,1,1,1,252,84.0,Distinction,1,4
957,957,female,group D,master's degree,standard,none,92,100,100,1,4,2,1,0,Pass,1,1,1,292,97.33333333333334,Distinction,1,4
958,958,female,group D,high school,standard,none,45,63,59,1,4,4,1,0,Pass,1,1,1,167,55.666666666666664,second,1,2
959,959,male,group C,high school,standard,none,75,81,71,0,2,4,1,0,Pass,1,1,1,227,75.66666666666667,first,1,3
960,960,female,group A,some college,standard,none,56,58,64,1,3,6,1,0,Pass,1,1,1,178,59.333333333333336,second,1,2
961,961,female,group D,some high school,free/reduced,none,48,54,53,1,4,5,2,0,Pass,1,1,1,155,51.66666666666667,second,1,2
962,962,female,group E,associate's degree,standard,none,100,100,100,1,5,3,1,0,Pass,1,1,1,300,100.0,Distinction,1,4
963,963,female,group C,some high school,free/reduced,completed,65,76,75,1,2,5,2,1,Pass,1,1,1,216,72.0,first,1,3
964,964,male,group D,some college,standard,none,72,57,58,0,4,6,1,0,Pass,1,1,1,187,62.33333333333333,first,1,3
965,965,female,group D,some college,standard,none,62,70,72,1,4,6,1,0,Pass,1,1,1,204,68.0,first,1,3
966,966,male,group A,some high school,standard,completed,66,68,64,0,3,5,1,1,Pass,1,1,1,198,66.0,first,1,3
967,967,male,group C,some college,standard,none,63,63,60,0,2,6,1,0,Pass,1,1,1,186,62.0,first,1,3
968,968,female,group E,associate's degree,standard,none,68,76,67,1,5,3,1,0,Pass,1,1,1,211,70.33333333333334,first,1,3
969,969,female,group B,bachelor's degree,standard,none,75,84,80,1,1,1,1,0,Pass,1,1,1,239,79.66666666666666,first,1,3
970,970,female,group D,bachelor's degree,standard,none,89,100,100,1,4,1,1,0,Pass,1,1,1,289,96.33333333333334,Distinction,1,4
971,971,male,group C,some high school,standard,completed,78,72,69,0,2,5,1,1,Pass,1,1,1,219,73.0,first,1,3
972,972,female,group A,high school,free/reduced,completed,53,50,60,1,3,4,2,1,Pass,1,1,1,163,54.333333333333336,second,1,2
973,973,female,group D,some college,free/reduced,none,49,65,61,1,4,6,2,0,Pass,1,1,1,175,58.333333333333336,second,1,2
974,974,female,group A,some college,standard,none,54,63,67,1,3,6,1,0,Pass,1,1,1,184,61.33333333333333,first,1,3
975,975,female,group C,some college,standard,completed,64,82,77,1,2,6,1,1,Pass,1,1,1,223,74.33333333333333,first,1,3
976,976,male,group B,some college,free/reduced,completed,60,62,60,0,1,6,2,1,Pass,1,1,1,182,60.66666666666667,first,1,3
977,977,male,group C,associate's degree,standard,none,62,65,58,0,2,3,1,0,Pass,1,1,1,185,61.66666666666667,first,1,3
978,978,male,group D,high school,standard,completed,55,41,48,0,4,4,1,1,Pass,1,1,1,144,48.0,third,1,1
979,979,female,group C,associate's degree,standard,none,91,95,94,1,2,3,1,0,Pass,1,1,1,280,93.33333333333333,Distinction,1,4
980,980,female,group B,high school,free/reduced,none,8,24,23,1,1,4,2,0,Fail,0,0,0,55,18.333333333333332,fail,0,0
981,981,male,group D,some high school,standard,none,81,78,78,0,4,5,1,0,Pass,1,1,1,237,79.0,first,1,3
982,982,male,group B,some high school,standard,completed,79,85,86,0,1,5,1,1,Pass,1,1,1,250,83.33333333333334,Distinction,1,4
983,983,female,group A,some college,standard,completed,78,87,91,1,3,6,1,1,Pass,1,1,1,256,85.33333333333334,Distinction,1,4
984,984,female,group C,some high school,standard,none,74,75,82,1,2,5,1,0,Pass,1,1,1,231,77.0,first,1,3
985,985,male,group A,high school,standard,none,57,51,54,0,3,4,1,0,Pass,1,1,1,162,54.0,second,1,2
986,986,female,group C,associate's degree,standard,none,40,59,51,1,2,3,1,0,Pass,1,1,1,150,50.0,fail,1,0
987,987,male,group E,some high school,standard,completed,81,75,76,0,5,5,1,1,Pass,1,1,1,232,77.33333333333333,first,1,3
988,988,female,group A,some high school,free/reduced,none,44,45,45,1,3,5,2,0,Pass,1,1,1,134,44.666666666666664,third,1,1
989,989,female,group D,some college,free/reduced,completed,67,86,83,1,4,6,2,1,Pass,1,1,1,236,78.66666666666666,first,1,3
990,990,male,group E,high school,free/reduced,completed,86,81,75,0,5,4,2,1,Pass,1,1,1,242,80.66666666666666,Distinction,1,4
991,991,female,group B,some high school,standard,completed,65,82,78,1,1,5,1,1,Pass,1,1,1,225,75.0,first,1,3
992,992,female,group D,associate's degree,free/reduced,none,55,76,76,1,4,3,2,0,Pass,1,1,1,207,69.0,first,1,3
993,993,female,group D,bachelor's degree,free/reduced,none,62,72,74,1,4,1,2,0,Pass,1,1,1,208,69.33333333333334,first,1,3
994,994,male,group A,high school,standard,none,63,63,62,0,3,4,1,0,Pass,1,1,1,188,62.66666666666667,first,1,3
995,995,female,group E,master's degree,standard,completed,88,99,95,1,5,2,1,1,Pass,1,1,1,282,94.0,Distinction,1,4
996,996,male,group C,high school,free/reduced,none,62,55,55,0,2,4,2,0,Pass,1,1,1,172,57.333333333333336,second,1,2
997,997,female,group C,high school,free/reduced,completed,59,71,65,1,2,4,2,1,Pass,1,1,1,195,65.0,first,1,3
998,998,female,group D,some college,standard,completed,68,78,77,1,4,6,1,1,Pass,1,1,1,223,74.33333333333333,first,1,3
999,999,female,group D,some college,free/reduced,none,77,86,86,1,4,6,2,0,Pass,1,1,1,249,83.0,Distinction,1,4
